"code_id","timestamp","coder","trial_id","session_number","target","coded_response","correct","edit_distance"
"112","2017-05-05 15:10:54","unknown","112","3","blEkus","blakus","0","0.166667"
"113","2017-05-05 15:10:54","unknown","113","3","slinab","slinab","1","0"
"114","2017-05-05 15:10:54","unknown","114","3","skEfi","skEfi","1","0"
"115","2017-05-05 15:10:54","unknown","115","3","snibOl","sniblO","0","0.333333"
"116","2017-05-05 15:10:54","unknown","116","3","nal","nOl","0","0.333333"
"117","2017-05-05 15:10:54","unknown","117","3","dEsna","dasna","0","0.2"
"118","2017-05-05 15:10:54","unknown","118","3","lOm","lOm","1","0"
"119","2017-05-05 15:10:54","unknown","119","3","klEb","klab","0","0.25"
"120","2017-05-05 15:10:54","unknown","120","3","slOku","slOku","1","0"
"121","2017-05-05 15:10:54","unknown","121","3","balf","blaf","0","0.5"
"122","2017-05-05 15:10:54","unknown","122","3","klOda","klOdia","0","0.166667"
"123","2017-05-05 15:10:54","unknown","123","3","klusim","klOskmi","0","0.428571"
"124","2017-05-05 15:10:54","unknown","124","3","nifs","nifs","1","0"
"125","2017-05-05 15:10:54","unknown","125","3","dikla","dagla","0","0.4"
"126","2017-05-05 15:10:54","unknown","126","3","blaf","blOf","0","0.25"
"127","2017-05-05 15:10:54","unknown","127","3","mab","mab","1","0"
"128","2017-05-05 15:10:54","unknown","128","3","dOlk","dlOg","0","0.75"
"129","2017-05-05 15:10:54","unknown","129","3","smadu","smadiu","0","0.166667"
"130","2017-05-05 15:10:54","unknown","130","3","kublE","kubla","0","0.2"
"131","2017-05-05 15:10:54","unknown","131","3","nEf","nEf","1","0"
"132","2017-05-05 15:10:54","unknown","132","3","snOf","snOf","1","0"
"133","2017-05-05 15:10:54","unknown","133","3","klufE","klufa","0","0.2"
"134","2017-05-05 15:10:54","unknown","134","3","flOb","flab","0","0.25"
"135","2017-05-05 15:10:54","unknown","135","3","luskO","luska","0","0.2"
"136","2017-05-05 15:10:54","unknown","136","3","daf","daf","1","0"
"137","2017-05-05 15:10:54","unknown","137","3","mOls","mOls","1","0"
"138","2017-05-05 15:10:54","unknown","138","3","flEsOd","flaskOd","0","0.285714"
"139","2017-05-05 15:10:54","unknown","139","3","suld","slud","0","0.5"
"140","2017-05-05 15:10:54","unknown","140","3","fub","fub","1","0"
"141","2017-05-05 15:10:54","unknown","141","3","flidu","flidu","1","0"
"142","2017-05-05 15:10:54","unknown","142","3","mif","mEf","0","0.333333"
"143","2017-05-05 15:10:54","unknown","143","3","nEsk","nEsku","0","0.2"
"144","2017-05-05 15:10:54","unknown","144","3","skub","skub","1","0"
"145","2017-05-05 15:10:54","unknown","145","4","snid","snif","0","0.25"
"146","2017-05-05 15:10:54","unknown","146","4","snibOl","snidOs","0","0.333333"
"147","2017-05-05 15:10:54","unknown","147","4","daf","daf","1","0"
"148","2017-05-05 15:10:54","unknown","148","4","mOls","smOls","0","0.2"
"149","2017-05-05 15:10:54","unknown","149","4","bEsmi","mOlfi","0","0.8"
"150","2017-05-05 15:10:54","unknown","150","4","smiba","snids","0","0.6"
"151","2017-05-05 15:10:54","unknown","151","4","nifs","nifs","1","0"
"152","2017-05-05 15:10:54","unknown","152","4","smadu","smadOf","0","0.333333"
"153","2017-05-05 15:10:54","unknown","153","4","skEfi","smOfi","0","0.4"
"154","2017-05-05 15:10:54","unknown","154","4","flEsOd","flama","0","0.666667"
"155","2017-05-05 15:10:54","unknown","155","4","snOf","fub","0","1"
"156","2017-05-05 15:10:54","unknown","156","4","nEf","snEf","0","0.25"
"157","2017-05-05 15:10:54","unknown","157","4","slinab","slinE","0","0.333333"
"158","2017-05-05 15:10:54","unknown","158","4","flOb","flab","0","0.25"
"159","2017-05-05 15:10:54","unknown","159","4","dEsna","dasi","0","0.6"
"160","2017-05-05 15:10:54","unknown","160","4","slOku","slabu","0","0.4"
"161","2017-05-05 15:10:54","unknown","161","4","nal","nal","1","0"
"162","2017-05-05 15:10:54","unknown","162","4","nEsk","nasl","0","0.5"
"163","2017-05-05 15:10:54","unknown","163","4","fub","fab","0","0.333333"
"164","2017-05-05 15:10:54","unknown","164","4","nOflE","nEflE","0","0.2"
"165","2017-05-05 15:10:54","unknown","165","4","balf","balf","1","0"
"166","2017-05-05 15:10:54","unknown","166","4","flidu","fladu","0","0.2"
"167","2017-05-05 15:10:54","unknown","167","4","blaf","blaf","1","0"
"168","2017-05-05 15:10:54","unknown","168","4","mif","mif","1","0"
"169","2017-05-05 15:10:54","unknown","169","4","lOm","lOm","1","0"
"170","2017-05-05 15:10:54","unknown","170","4","blEkus","blEkus","1","0"
"171","2017-05-05 15:10:54","unknown","171","4","blim","blim","1","0"
"172","2017-05-05 15:10:54","unknown","172","4","dasmu","dasmu","1","0"
"173","2017-05-05 15:10:54","unknown","173","4","kublE","kublE","1","0"
"174","2017-05-05 15:10:54","unknown","174","4","fOns","fOns","1","0"
"175","2017-05-05 15:10:54","unknown","175","4","mif","mif","1","0"
"176","2017-05-05 15:10:54","unknown","176","4","skOnEf","ska","0","0.666667"
"177","2017-05-05 15:10:54","unknown","177","4","mOls","mifs","0","0.5"
"178","2017-05-05 15:10:54","unknown","178","4","smiba","smiba","1","0"
"179","2017-05-05 15:10:54","unknown","179","4","blaf","blaf","1","0"
"180","2017-05-05 15:10:54","unknown","180","4","mab","mab","1","0"
"181","2017-05-05 15:10:54","unknown","181","4","skub","skub","1","0"
"182","2017-05-05 15:10:54","unknown","182","4","bEsmi","basmi","0","0.2"
"183","2017-05-05 15:10:54","unknown","183","4","flidu","flEbu","0","0.4"
"184","2017-05-05 15:10:54","unknown","184","4","fub","fub","1","0"
"185","2017-05-05 15:10:54","unknown","185","4","slOku","slaku","0","0.2"
"186","2017-05-05 15:10:54","unknown","186","4","skEfi","skafi","0","0.2"
"187","2017-05-05 15:10:54","unknown","187","4","klusim","klusim","1","0"
"188","2017-05-05 15:10:54","unknown","188","4","nEf","snEf","0","0.25"
"189","2017-05-05 15:10:54","unknown","189","4","fOns","fOns","1","0"
"190","2017-05-05 15:10:54","unknown","190","4","nOflE","nEflE","0","0.2"
"191","2017-05-05 15:10:54","unknown","191","4","nifs","nifs","1","0"
"192","2017-05-05 15:10:54","unknown","192","4","klufE","klafu","0","0.4"
"193","2017-05-05 15:10:54","unknown","193","4","flOb","flab","0","0.25"
"194","2017-05-05 15:10:54","unknown","194","4","dasmu","blamu","0","0.6"
"195","2017-05-05 15:10:54","unknown","195","4","flabun","flabun","1","0"
"196","2017-05-05 15:10:54","unknown","196","4","snibOl","snibOl","1","0"
"197","2017-05-05 15:10:54","unknown","197","4","klEb","klab","0","0.25"
"198","2017-05-05 15:10:54","unknown","198","4","dEsna","blasna","0","0.5"
"199","2017-05-05 15:10:54","unknown","199","4","snOf","snOf","1","0"
"200","2017-05-05 15:10:54","unknown","200","4","nal","snal","0","0.25"
"201","2017-05-05 15:10:54","unknown","201","4","dikla","bakla","0","0.4"
"202","2017-05-05 15:10:54","unknown","202","4","dOlk","dalk","0","0.25"
"203","2017-05-05 15:10:54","unknown","203","4","balf","balf","1","0"
"204","2017-05-05 15:10:54","unknown","204","4","kublE","kubla","0","0.2"
"205","2017-05-05 15:10:54","unknown","205","4","daf","falf","0","0.5"
"206","2017-05-05 15:10:54","unknown","206","4","blim","blim","1","0"
"207","2017-05-05 15:10:54","unknown","207","4","klOda","klada","0","0.2"
"208","2017-05-05 15:10:54","unknown","208","4","suld","suld","1","0"
"209","2017-05-05 15:10:54","unknown","209","4","slinab","slinib","0","0.166667"
"210","2017-05-05 15:10:54","unknown","210","4","flEsOd","flada","0","0.666667"
"211","2017-05-05 15:10:54","unknown","211","4","smadu","smadu","1","0"
"212","2017-05-05 15:10:54","unknown","212","4","nEsk","nisk","0","0.25"
"213","2017-05-05 15:10:54","unknown","213","4","lOm","lOm","1","0"
"214","2017-05-05 15:10:54","unknown","214","4","snid","snid","1","0"
"215","2017-05-05 15:10:54","unknown","215","4","luskO","lusilk","0","0.5"
"216","2017-05-05 15:10:54","unknown","216","4","blEkus","blakus","0","0.166667"
"217","2017-05-05 15:10:54","unknown","217","6","nal","nEf","0","0.666667"
"218","2017-05-05 15:10:54","unknown","218","6","blaf","flidu","0","0.8"
"219","2017-05-05 15:10:54","unknown","219","6","skEfi","b","0","1"
"220","2017-05-05 15:10:54","unknown","220","6","flEsOd","snibOl","0","0.833333"
"221","2017-05-05 15:10:54","unknown","221","6","smiba","smiba","1","0"
"222","2017-05-05 15:10:54","unknown","223","6","dEsna","fla","0","0.8"
"223","2017-05-05 15:10:54","unknown","243","6","slinab","flidu","0","0.666667"
"224","2017-05-05 15:10:54","unknown","244","6","snibOl","snE","0","0.666667"
"225","2017-05-05 15:10:54","unknown","245","6","smadu","smibu","0","0.4"
"226","2017-05-05 15:10:54","unknown","256","6","fub","lOm","0","1"
"227","2017-05-05 15:10:54","unknown","257","6","snid","snid","1","0"
"228","2017-05-05 15:10:54","unknown","258","6","nifs","nifs","1","0"
"229","2017-05-05 15:10:54","unknown","259","6","balf","ba","0","0.5"
"230","2017-05-05 15:10:54","unknown","260","6","daf","baf","0","0.333333"
"231","2017-05-05 15:10:54","unknown","263","6","dasmu","bEsmana","0","0.714286"
"232","2017-05-05 15:10:54","unknown","267","6","mOls","mOls","1","0"
"233","2017-05-05 15:10:54","unknown","271","6","flidu","flidu","1","0"
"234","2017-05-05 15:10:54","unknown","274","6","blEkus","kukal","0","0.833333"
"235","2017-05-05 15:10:54","unknown","278","6","mif","mif","1","0"
"236","2017-05-05 15:10:54","unknown","286","6","nEf","nEf","1","0"
"237","2017-05-05 15:10:54","unknown","287","6","nEsk","nEska","0","0.2"
"238","2017-05-05 15:10:54","unknown","288","6","bEsmi","bEsmi","1","0"
"239","2017-05-05 15:10:54","unknown","289","6","kublE","kublE","1","0"
"240","2017-05-05 15:10:54","unknown","290","6","fOns","flani","0","0.6"
"241","2017-05-05 15:10:54","unknown","291","6","nOflE","nOfdu","0","0.4"
"242","2017-05-05 15:10:54","unknown","293","6","snOf","snOfsnOf","0","0.5"
"243","2017-05-05 15:10:54","unknown","295","6","flOb","flub","0","0.25"
"244","2017-05-05 15:10:54","unknown","296","6","blim","blim","1","0"
"245","2017-05-05 15:10:54","unknown","348","6","mOls","mOls","1","0"
"246","2017-05-05 15:10:54","unknown","350","6","dasmu","bEsma","0","0.6"
"247","2017-05-05 15:10:54","unknown","352","6","smiba","smiba","1","0"
"248","2017-05-05 15:10:54","unknown","354","6","flidu","flEsO","0","0.6"
"249","2017-05-05 15:10:54","unknown","355","6","dikla","blEkus","0","0.833333"
"250","2017-05-05 15:10:54","unknown","357","6","dOlk","nEsk","0","0.75"
"251","2017-05-05 15:10:54","unknown","359","6","nEsk","nEsk","1","0"
"252","2017-05-05 15:10:54","unknown","360","6","mif","ik","0","0.666667"
"253","2017-05-05 15:10:54","unknown","362","6","mab","maf","0","0.333333"
"254","2017-05-05 15:10:54","unknown","363","6","suld","flab","0","1"
"255","2017-05-05 15:10:54","unknown","365","6","blim","blim","1","0"
"256","2017-05-05 15:10:54","unknown","366","6","snid","nifs","0","0.75"
"257","2017-05-05 15:10:54","unknown","368","6","klusim","kabim","0","0.5"
"258","2017-05-05 15:10:54","unknown","370","6","blEkus","slOkum","0","0.5"
"259","2017-05-05 15:10:54","unknown","371","6","flEsOd","fladu","0","0.666667"
"260","2017-05-05 15:10:54","unknown","372","6","nEf","nif","0","0.333333"
"261","2017-05-05 15:10:54","unknown","373","6","smadu","bEsma","0","0.8"
"262","2017-05-05 15:10:54","unknown","374","6","fub","fub","1","0"
"263","2017-05-05 15:10:54","unknown","376","6","nOflE","nEfs","0","0.6"
"264","2017-05-05 15:10:54","unknown","377","6","nal","fub","0","1"
"265","2017-05-05 15:10:54","unknown","378","6","slOku","slOku","1","0"
"266","2017-05-05 15:10:54","unknown","379","6","daf","nufnuf","0","0.833333"
"267","2017-05-05 15:10:54","unknown","380","6","klufE","klOfO","0","0.4"
"268","2017-05-05 15:10:54","unknown","382","6","klOda","kublE","0","0.8"
"269","2017-05-05 15:10:54","unknown","384","6","flOb","flOgsO","0","0.5"
"270","2017-05-05 15:10:54","unknown","385","6","skub","skaskaska","0","0.777778"
"271","2017-05-05 15:10:54","unknown","387","6","snibOl","snim","0","0.5"
"272","2017-05-05 15:10:54","unknown","388","6","flabun","flub","0","0.5"
"273","2017-05-05 15:10:54","unknown","389","6","luskO","slOka","0","0.8"
"274","2017-05-05 15:10:54","unknown","390","6","kublE","kablE","0","0.2"
"275","2017-05-05 15:10:54","unknown","391","6","snOf","snuf","0","0.25"
"276","2017-05-05 15:10:54","unknown","392","6","blaf","muf","0","0.75"
"277","2017-05-05 15:10:54","unknown","393","6","lOm","lum","0","0.333333"
"278","2017-05-05 15:10:54","unknown","396","6","fOns","fOns","1","0"
"279","2017-05-05 15:10:54","unknown","398","6","skEfi","skEfi","1","0"
"280","2017-05-05 15:10:54","unknown","401","6","slinab","blinum","0","0.5"
"281","2017-05-05 15:10:54","unknown","403","6","dEsna","sn","0","0.6"
"282","2017-05-05 15:10:54","unknown","406","6","bEsmi","blEmni","0","0.5"
"283","2017-05-05 15:10:54","unknown","410","6","skOnEf","skOnuf","0","0.166667"
"284","2017-05-05 15:10:54","unknown","412","6","nifs","nifs","1","0"
"285","2017-05-05 15:10:54","unknown","226","7","daf","gEf","0","0.666667"
"286","2017-05-05 15:10:54","unknown","228","7","smiba","sEOE","0","0.8"
"287","2017-05-05 15:10:54","unknown","230","7","fOns","flis","0","0.5"
"288","2017-05-05 15:10:54","unknown","231","7","flEsOd","filEb","0","0.666667"
"289","2017-05-05 15:10:54","unknown","232","7","kublE","krEpE","0","0.6"
"290","2017-05-05 15:10:54","unknown","234","7","nEf","lif","0","0.666667"
"291","2017-05-05 15:10:54","unknown","236","7","snibOl","sElOb","0","0.666667"
"292","2017-05-05 15:10:54","unknown","237","7","skEfi","slEb","0","0.6"
"293","2017-05-05 15:10:54","unknown","239","7","nOflE","grifa","0","1"
"294","2017-05-05 15:10:54","unknown","240","7","blaf","gri","0","1"
"295","2017-05-05 15:10:54","unknown","246","7","dEsna","klina","0","0.6"
"296","2017-05-05 15:10:54","unknown","247","7","nEsk","dEfa","0","0.75"
"297","2017-05-05 15:10:54","unknown","248","7","slinab","sibO","0","0.666667"
"298","2017-05-05 15:10:54","unknown","249","7","lOm","EE","0","1"
"299","2017-05-05 15:10:54","unknown","250","7","snOf","sEf","0","0.5"
"300","2017-05-05 15:10:54","unknown","251","7","flidu","fliba","0","0.4"
"301","2017-05-05 15:10:54","unknown","252","7","smadu","siba","0","0.8"
"302","2017-05-05 15:10:54","unknown","253","7","snid","salEm","0","0.8"
"303","2017-05-05 15:10:54","unknown","254","7","dasmu","kEl","0","1"
"304","2017-05-05 15:10:54","unknown","255","7","blEkus","sliba","0","0.833333"
"305","2017-05-05 15:10:54","unknown","261","7","balf","bils","0","0.5"
"306","2017-05-05 15:10:54","unknown","262","7","fub","fub","1","0"
"307","2017-05-05 15:10:54","unknown","264","7","mOls","mals","0","0.25"
"308","2017-05-05 15:10:54","unknown","265","7","flOb","flid","0","0.5"
"309","2017-05-05 15:10:54","unknown","268","7","blim","blimb","0","0.2"
"310","2017-05-05 15:10:54","unknown","269","7","bEsmi","bEsmi","1","0"
"311","2017-05-05 15:10:54","unknown","272","7","slOku","slimu","0","0.4"
"312","2017-05-05 15:10:54","unknown","273","7","nifs","nifs","1","0"
"313","2017-05-05 15:10:54","unknown","275","7","nal","nal","1","0"
"314","2017-05-05 15:10:54","unknown","276","7","mif","mif","1","0"
"315","2017-05-05 15:10:54","unknown","298","7","klusim","blifmu","0","0.833333"
"316","2017-05-05 15:10:54","unknown","299","7","snid","siba","0","0.75"
"317","2017-05-05 15:10:54","unknown","300","7","dasmu","masmu","0","0.2"
"318","2017-05-05 15:10:54","unknown","302","7","blaf","blif","0","0.25"
"319","2017-05-05 15:10:54","unknown","303","7","dOlk","blim","0","1"
"320","2017-05-05 15:10:54","unknown","305","7","flabun","flabui","0","0.166667"
"321","2017-05-05 15:10:54","unknown","306","7","snibOl","snibOl","1","0"
"322","2017-05-05 15:10:54","unknown","307","7","flEsOd","flEsmi","0","0.333333"
"323","2017-05-05 15:10:54","unknown","309","7","klOda","blE","0","0.8"
"324","2017-05-05 15:10:54","unknown","310","7","flOb","flid","0","0.5"
"325","2017-05-05 15:10:54","unknown","311","7","smiba","smEda","0","0.4"
"326","2017-05-05 15:10:54","unknown","313","7","nal","Of","0","1"
"327","2017-05-05 15:10:54","unknown","314","7","nEsk","Esil","0","0.75"
"328","2017-05-05 15:10:54","unknown","315","7","lOm","lOm","1","0"
"329","2017-05-05 15:10:54","unknown","317","7","slinab","slimbO","0","0.5"
"330","2017-05-05 15:10:54","unknown","318","7","blEkus","blEsu","0","0.333333"
"331","2017-05-05 15:10:54","unknown","319","7","nOflE","EfEld","0","0.8"
"332","2017-05-05 15:10:54","unknown","321","7","nEf","if","0","0.666667"
"333","2017-05-05 15:10:54","unknown","322","7","mab","mag","0","0.333333"
"334","2017-05-05 15:10:54","unknown","323","7","skOnEf","slimbarf","0","0.75"
"335","2017-05-05 15:10:54","unknown","324","7","klufE","klOflinE","0","0.5"
"336","2017-05-05 15:10:54","unknown","325","7","slOku","slidu","0","0.4"
"337","2017-05-05 15:10:54","unknown","327","7","balf","balf","1","0"
"338","2017-05-05 15:10:54","unknown","328","7","mif","mif","1","0"
"339","2017-05-05 15:10:54","unknown","329","7","dEsna","dEsu","0","0.4"
"340","2017-05-05 15:10:54","unknown","330","7","fOns","flis","0","0.5"
"341","2017-05-05 15:10:54","unknown","331","7","mOls","nal","0","0.75"
"342","2017-05-05 15:10:54","unknown","332","7","skub","slEd","0","0.75"
"343","2017-05-05 15:10:54","unknown","333","7","nifs","Els","0","0.75"
"344","2017-05-05 15:10:54","unknown","334","7","kublE","bOl","0","0.8"
"345","2017-05-05 15:10:54","unknown","335","7","flidu","flidu","1","0"
"346","2017-05-05 15:10:54","unknown","336","7","klEb","blim","0","0.75"
"347","2017-05-05 15:10:54","unknown","337","7","luskO","lusO","0","0.2"
"348","2017-05-05 15:10:54","unknown","338","7","blim","blim","1","0"
"349","2017-05-05 15:10:54","unknown","339","7","smadu","smilu","0","0.4"
"350","2017-05-05 15:10:54","unknown","340","7","fub","fim","0","0.666667"
"351","2017-05-05 15:10:54","unknown","341","7","dikla","dilO","0","0.4"
"352","2017-05-05 15:10:54","unknown","342","7","suld","sul","0","0.25"
"353","2017-05-05 15:10:54","unknown","343","7","bEsmi","bEsmi","1","0"
"354","2017-05-05 15:10:54","unknown","344","7","daf","duf","0","0.333333"
"355","2017-05-05 15:10:54","unknown","345","7","snOf","silif","0","0.6"
"356","2017-05-05 15:10:54","unknown","346","7","skEfi","slEfu","0","0.4"
"357","2017-05-05 15:10:54","unknown","222","8","blim","uaEb","0","1"
"358","2017-05-05 15:10:54","unknown","224","8","nOflE","auaba","0","1"
"359","2017-05-05 15:10:54","unknown","225","8","skEfi","sdambE","0","0.833333"
"360","2017-05-05 15:10:54","unknown","227","8","snOf","dOinsh","0","0.833333"
"361","2017-05-05 15:10:54","unknown","229","8","lOm","kuf","0","1"
